-100.000000 0.000088 11.026354
-99.900000 0.000244 20.366554
-99.800000 0.000498 30.171377
-99.700000 0.000846 38.873082
-99.600000 0.001272 45.122020
-99.500000 0.001744 47.912383
-99.400000 0.002226 46.670542
-99.300000 0.002675 41.298380
-99.200000 0.003050 32.168341
-99.100000 0.003318 20.071473
-99.000000 0.003453 6.124120
-98.900000 0.003441 -8.357187
-98.800000 0.003285 -22.000215
-98.700000 0.002998 -33.526626
-98.600000 0.002607 -41.892023
-98.500000 0.002149 -46.402689
-98.400000 0.001665 -46.797460
-98.300000 0.001196 -43.286456
-98.200000 0.000780 -36.542444
-98.100000 0.000446 -27.645066
-98.000000 0.000208 -17.982619
-97.900000 0.000069 -9.120110
-97.800000 0.000010 -2.645588
-97.700000 0.000000 -0.008929
-97.600000 -0.000008 -2.368122
-97.500000 -0.000070 -10.457679
-97.400000 -0.000249 -24.491920
-97.300000 -0.000606 -44.112936
-97.200000 -0.001197 -68.389103
-97.100000 -0.002065 -95.865540
-97.000000 -0.003236 -124.663272
-96.900000 -0.004712 -152.619436
-96.800000 -0.006476 -177.457129
-96.700000 -0.008481 -196.970678
-96.600000 -0.010662 -209.210601
-96.500000 -0.012933 -212.652317
-96.400000 -0.015194 -206.333908
-96.300000 -0.017337 -189.950738
-96.200000 -0.019255 -163.898343
-96.100000 -0.020847 -129.259368
-96.000000 -0.022028 -87.735072
-95.900000 -0.022733 -41.526663
-95.800000 -0.022923 6.824015
-95.700000 -0.022586 54.621432
-95.600000 -0.021741 99.215620
-95.500000 -0.020435 138.197330
-95.400000 -0.018738 169.573112
-95.300000 -0.016742 191.906059
-95.200000 -0.014549 204.410971
-95.100000 -0.012268 206.996558
-95.000000 -0.010006 200.251889
-94.900000 -0.007861 185.379019
-94.800000 -0.005914 164.078235
-94.700000 -0.004226 138.396368
-94.600000 -0.002836 110.551552
-94.500000 -0.001756 82.749669
-94.400000 -0.000976 57.008172
-94.300000 -0.000463 35.002069
-94.200000 -0.000170 17.944671
-94.100000 -0.000038 6.512449
-94.000000 -0.000002 0.819319
-93.900000 0.000001 0.441190
-93.800000 0.000025 4.487190
-93.700000 0.000115 11.709873
-93.600000 0.000298 20.643377
-93.500000 0.000587 29.756221
-93.400000 0.000974 37.604315
-93.300000 0.001440 42.970053
-93.200000 0.001949 44.974821
-93.100000 0.002460 43.154965
-93.000000 0.002929 37.494773
-92.900000 0.003314 28.414105
-92.800000 0.003577 16.712625
-92.700000 0.003696 3.476589
-92.600000 0.003657 -10.042330
-92.500000 0.003465 -22.564146
-92.400000 0.003138 -32.920101
-92.300000 0.002706 -40.180952
-92.200000 0.002209 -43.761392
-92.100000 0.001692 -43.490265
-92.000000 0.001198 -39.639410
-91.900000 0.000767 -32.907914
-91.800000 0.000426 -24.362684
-91.700000 0.000191 -15.340454
-91.600000 0.000057 -7.319950
-91.500000 0.000006 -1.775901
-91.400000 -0.000000 -0.028368
-91.300000 -0.000014 -3.101530
-91.200000 -0.000096 -11.605362
